Tweet,Label
RT : Congratulations India on beating Pakistan 3-1 in . Thank you for the advance diwali gift,Not Suicide post
Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi,Not Suicide post
damn it have to make it a proper website one day with the help of tiff,Not Suicide post
At least its not raining today,Not Suicide post
my morning started out so bad i just want to go home and sleep forever,Potential Suicide post
i think it was my lack of saying anything at all that was pretty stupid when i met harry. i was acting all cool and¦,Potential Suicide post
Taking son to have his braces taken of Big day in teen age boy's life!,Not Suicide post
"thanks Matt, I'm glad you like it ... no algorithmic music gigs planned so far though",Not Suicide post
"so like if the man I end up spending the rest of my days with aint him, I feel like im going to hate my life.",Potential Suicide post
i hate my parents so much i want to kill myself to spite them especially my dad i almost do not want to have children because i do not want my dad to become a grandfather just like how he didnt want me to have a girlfriend or friends growing up i dont think i would even goto his funeral if he died i hate you from the bottom of my heart you only had me in order to chain down my mom you hated and ignored yelled at me since i was a little boy and now i hate you forever this hatred is killing me,Potential Suicide post
"just some teething problems, my new house &amp; I will be friends",Not Suicide post
"asahi, giant and scared: PLEASE dont eat my ass spirits",Potential Suicide post
i am so miserable i've never been this miserable in my life he is simply baby,Potential Suicide post
Love the videos William New to twitter x,Not Suicide post
"ochie, kmaren nervous ya pas TU? Kliatan tau, pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu'y lecek..",Not Suicide post
"cool, I've got more followers! people are interested.....",Not Suicide post
"RT : Congratulations  team! Thanks , much appreciated.",Not Suicide post
Tired of merely existing. Want to get to living.,Potential Suicide post
i wanna kill myself im so fucking done,Potential Suicide post
: My list is short; so does that mean the my God is huge too? LoL,Not Suicide post
Haha flight of the conchords was so bloody hilarious last night 10/10 chur chur,Not Suicide post
You or the picture?! Cus damn both be looking so good! ðð¤©,Potential Suicide post
"Well, can you link me to it anyway???",Not Suicide post
if i tell a psychiatrist that i am suicidal will they immediately have me shipped away and handcuffed to a bed i always lie,Potential Suicide post
Fucking hell - Prada saved the day!!!,Not Suicide post
Where are the easter eggs,Not Suicide post
RT : the kinda bad bitch that's ready to die anyday now,Potential Suicide post
I am so sick and tired of being blamed for everything that I am actually waiting for the day I die.,Potential Suicide post
ohhh sending loads of Positive vibes your way,Not Suicide post
All I have to say about studio setup is that I'd die without my flat files. Designed my whole studio around them.,Not Suicide post
RT : I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just ha¦,Potential Suicide post
tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works,Not Suicide post
_Elisewrites Congratulations on all of your accomplishments! You are an amazing person inside and out! â¤ï¸,Not Suicide post
"that's pretty cool, man. I'm not a fan, but lossless FTW! I'll check it out ...",Not Suicide post
Random thought .I'm so glad I live in the time of GPS on my cell and navi in my car bc NOTHING confused me m¦,Potential Suicide post
" ""_cap  It is sickening. What is sickening is we elect ppl like the lib¦""",Potential Suicide post
",,Everyone says im better off but I dont want to be. I dont think that. It doesnt quite matter what I think anymore. So we out here.",Potential Suicide post
Landed in Belfast. It's wee this wee that,Not Suicide post
"Haha, they are a flamin distraction",Not Suicide post
uhuhhhh. word fail. it's 'shipwreck in the sand'. obviously too early,Not Suicide post
Plans have changed for the better... out for a MTB ride in the sunshine now,Not Suicide post
i want to fucking die,Potential Suicide post
my uni is playing POTC outside and free hotX buns. i feel lovvvved,Not Suicide post
"Have a good day Jessie, and I'll tell you for why, it's your birthday!",Not Suicide post
_Craine Glad to see you've toned down your sell. Still like the software,Not Suicide post
"¢and Im so sick of love songs, so tired of tears. Im so done with wishing, you were still here.",Potential Suicide post
"hope u have a good ride if the weather is decent, if only the weather was like that where I live",Not Suicide post
"Second, some people will still want their food grown the old-fashioned way, just like how I buy heritage meats and heirloom seeds.",Not Suicide post
STOP SPEAKING IN SUCH A SOPHISTICATED WAY PLEASE. it's hard for me to keep up!!,Not Suicide post
"sitting in the sun, baking in 30 degrees - wonderful",Not Suicide post
haha me too! it reminds me and my daddy of the monkee's old show same here can't wait! lol. WHATTT?,Not Suicide post
i cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted i havent filled out any of my college applications because i didnt even plan on living this long i just want to die so i can stop disgracing my family and inconveniencing my mom i kind of want to be a ballistician they look at bullets from dead bodies to see what gun it came out of but honestly i am more likely to be the subject of one and i dont have any friends in or out of school why am i like this,Potential Suicide post
"Offense or Defense , passive or violent. I cut my wrist and my heartbeat is silent",Potential Suicide post
DCU SU elections today,Not Suicide post
im so tired of living. whats the point of me living if i keep whining,Potential Suicide post
i shouldnt want to kill myself i have so many advantages in life all of my immediate family is alive and still involved in my life i have several friends who i frequently talk to i make more than enough money to live on easily but every night i go home and drink hoping i will forget about how much i just want it all to end every single moment that i am sober i spend thinking that people might actually see me for who i really am a lazy waste of space who lucked into success and wheni amdrunk i worry that people will find out thati am trying to slowly kill myself with alcohol fuck i always thought if i could just be successful i would be happy well i am not,Potential Suicide post
totally craving chocolate and starbucks...only 4 days left,Not Suicide post
",,I dont think I want to be on Twitter anymore. I'm not adding to anyone's life here.",Potential Suicide post
RT : BREAKING: Democrats just FLIPPED from !!! Big congratulations to Congressman-elect _harder! ¦,Not Suicide post
i am not sure if it s normal to consider suicide on a normal basis i m an engineer for a larger corporation and lately i ve been thinking what s the point at all,Potential Suicide post
Voted for 'Entry - ellisdabomb ' - that was incredible...might have to play some FIFA now,Not Suicide post
